,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
181,tm104933,Sinbad: Son of a Preacher Man,MOVIE,"Experience veteran comedian Sinbad as he returns to his college town of Denver and performs at the Paramount Theatre for this next installment of his famed HBO Comedy Specials. Sinbad: Son of a Preacher Man is a self-styled monologue that comments on the perils of skiing, para-sailing during a bad vacation, fashion trends in lingerie, and more!",1996,,56,"['comedy', 'documentation']",['US'],,tt0938333,6.8,116.0,1.536,5.8
185,tm110766,Chronicle of a Disappearance,MOVIE,"Chronicle of a Disappearance unfolds in a series of seemingly unconnected cinematic tableaux, each of them focused on incidents or characters which seldom reappear later in the film. Among the many unrelated scenes, there is a Palestinian actress struggling to find an apartment in West Jerusalem, the owner of the Holy Land souvenir shop preparing merchandise for incoming Japanese tourists, a group of old women gossiping about their relatives, and an Israeli police van which screeches to a halt so several heavily armed soldiers can get off the car and urinate.",1996,,88,['drama'],"['PS', 'US', 'FR', 'DE']",,tt0115895,6.9,733.0,2.099,6.7
188,tm57169,Monty Python: Live at Aspen,MOVIE,"In March 1998 in Aspen, Colorado, the surviving members of the Monty Paython team - John Cleese, Terry Gilliam, Eric Idle, Terry Jones and Michael Palin - shared a stage together for the first time in 18 years. Even more remarkably, Graham Chapman was there too....in an urn! The occasion for this renuion was the US Comedy Arts Festival Tribute to Monty Python, hosted by Robert Klien in front of a live audience.",1998,,58,"['comedy', 'documentation']","['GB', 'US']",,tt0287570,7.8,1096.0,2.681,6.9
193,tm424630,A Triumph of the Heart: The Ricky Bell Story,MOVIE,"Ricky Bell, an all-pro running back with the Tampa Bay Buccaneers, who died of a rare muscle disease in the prime of his career. The plot centers on Bell's relationship with a father-less handicapped boy, and his efforts to be a big brother to him. The boy ends up being an inspiration for Bell when his disease makes the athlete more afflicted than the boy.",1991,,100,"['drama', 'sport']",['US'],,tt0103123,7.2,250.0,1.5330000000000001,5.1
196,tm128073,Bill Hicks: Relentless,MOVIE,"Bill Hicks tells us how he feels about non-smokers, blow-jobs, religion, war and peace, and drugs and music.",1992,,61,['comedy'],['GB'],,,,,3.822,7.8
197,tm7951,Tim Allen: Rewires America,MOVIE,This is arguably Tim Allen's best stand-up show ever and this show truly solidified Tim Allen's unique slant on masculinity becoming the backbone for his TV show “Home Improvement.”,1991,PG,30,"['comedy', 'documentation']",['US'],,tt0294967,6.0,198.0,2.2969999999999997,7.0
198,tm7135,Bill Hicks: One Night Stand,MOVIE,"Bill Hicks shows us his view on smoking, smoking pot, drinking, sex, advertisement and music. It's not a view you hear very often.",1991,NC-17,30,['comedy'],['US'],,,,,1.08,7.5
203,tm64729,Sinbad: Nothin' but the Funk,MOVIE,"Enjoy Comedic Superstar Sinbad as he gives us one of his most stellar stand up performances, shot on the beautiful island of Aruba at the Guillermo P. Trinidad Theatre. As always, Sinbad shows why he’s a veteran in comedy since the 80’s, with an entertaining show that the entire family can enjoy.",1998,,56,"['comedy', 'documentation']",['US'],,tt0938332,6.3,65.0,1.83,5.2
204,tm184224,Sinbad: Afros and Bellbottoms,MOVIE,"Sinbad brings the '70s back with a nostalgic stand-up special dedicated to the films, fashion and other flashbacks from that era.",1993,PG-13,60,"['comedy', 'documentation']",['US'],,tt0938331,7.8,172.0,3.793,5.5
206,tm34391,Before the Flying Circus,MOVIE,"Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's inspired group of lunatics who turned such unlikely sources of inspiration as Spam, dead parrots and the Inquisition into enduring punch lines. This entertaining documentary includes interviews with members of the troupe, as well as home movies, photos and rare recordings from Monty Python's early years.",2000,,55,"['comedy', 'documentation']",['GB'],,tt9230920,7.3,168.0,1.444,8.5
213,tm7810,Nightmare in Columbia County,MOVIE,The recounting of a terrible crime that wracked a family and galvanized police in South Carolina in the 1980's. Southern beauty pageant winner Dawn Smith is targeted by a sadistic stalker whose obsession with her leads him to kidnap her younger sister.,1991,,100,"['drama', 'thriller', 'crime']",['US'],,tt0102537,5.5,345.0,2.713,6.0
216,ts4,Breaking Bad,SHOW,"When Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.",2008,TV-MA,48,"['drama', 'crime', 'thriller']",['US'],5.0,tt0903747,9.5,1775990.0,353.848,8.79
217,ts20371,Top Gear,SHOW,"This fast-paced and stunt-filled motor show tests whether cars, both mundane and extraordinary, live up to their manufacturers' claims. The long-running show travels to locations around the world, performing extreme stunts and challenges to see what the featured cars are capable of doing. The current hosts are Paddy Mcguinness, Chris Harris and Andrew ""Freddie"" Flintoff.",2002,TV-PG,58,"['comedy', 'reality', 'european', 'music']",['GB'],32.0,tt1628033,8.7,117240.0,45.549,7.4
218,ts9,The Walking Dead,SHOW,Sheriff's deputy Rick Grimes awakens from a coma to find a post-apocalyptic world dominated by flesh-eating zombies. He sets out to find his family and encounters many other survivors along the way.,2010,TV-MA,46,"['action', 'drama', 'scifi', 'horror', 'thriller']",['US'],11.0,tt1520211,8.2,956604.0,597.2769999999999,8.1
219,ts21465,Supernatural,SHOW,"When they were boys, Sam and Dean Winchester lost their mother to a mysterious and demonic supernatural force. Subsequently, their father raised them to be soldiers. He taught them about the paranormal evil that lives in the dark corners and on the back roads of America ... and he taught them how to kill it. Now, the Winchester brothers crisscross the country in their '67 Chevy Impala, battling every kind of supernatural threat they encounter along the way. ",2005,TV-14,45,"['scifi', 'horror', 'thriller', 'drama', 'fantasy']",['US'],15.0,tt0460681,8.4,434081.0,388.093,8.277999999999999
220,tm74402,The Mist,MOVIE,"After a violent storm, a dense cloud of mist envelops a small Maine town, trapping artist David Drayton and his five-year-old son in a local grocery store with other people. They soon discover that the mist conceals deadly horrors that threaten their lives, and worse, their sanity.",2007,R,126,"['horror', 'scifi', 'thriller']",['US'],,tt0884328,7.1,305346.0,37.369,6.9
221,tm91952,Mean Girls,MOVIE,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",2004,PG-13,97,['comedy'],"['CA', 'US']",,tt0377092,7.1,375975.0,57.235,7.2
222,ts288536,The Great British Baking Show,SHOW,Bakers attempt three challenges each week trying to impress the judges enough to go through to the next round and eventually are crowned Britain's best amateur baker.,2010,TV-PG,57,"['reality', 'european']",['GB'],12.0,tt1877368,8.6,9856.0,5.581,7.7
223,ts12724,30 Rock,SHOW,"Liz Lemon, the head writer for a late-night TV variety show in New York, tries to juggle all the egos around her while chasing her own dream.",2006,TV-14,25,"['comedy', 'sport']",['US'],7.0,tt0496424,8.3,122698.0,48.88,7.4
225,ts8308,Community,SHOW,"Follow the lives of a group of students at what is possibly the world’s worst community college in the fictional locale of Greendale, Colorado.",2009,TV-PG,23,['comedy'],['US'],6.0,tt1439629,8.5,257221.0,42.357,8.0
226,tm111828,Catch Me If You Can,MOVIE,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",2002,PG-13,141,"['drama', 'crime']",['US'],,tt0264464,8.1,952602.0,72.321,8.0
227,ts21469,Grey's Anatomy,SHOW,Follows the personal and professional lives of a group of doctors at Seattle’s Grey Sloan Memorial Hospital.,2005,TV-14,49,"['drama', 'romance']",['US'],19.0,tt0413573,7.6,299165.0,803.7860000000001,8.252
228,ts17156,Arrested Development,SHOW,"The story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.",2003,TV-MA,28,['comedy'],['US'],5.0,tt0367279,8.7,300445.0,30.131,8.043
229,ts22011,Heartland,SHOW,"Life is hard on the Flemings' ranch in the Alberta foothills where abused or neglected horses find refuge with a kind, hard-working family. Debts abound and the bank is about to foreclose. Can they keep the ranch running?",2007,TV-PG,44,"['drama', 'family']",['CA'],15.0,tt1094229,8.4,16337.0,74.638,8.3
231,tm150112,Old School,MOVIE,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,2003,R,88,"['comedy', 'european']",['US'],,tt0302886,7.0,229171.0,17.131,6.577000000000001
232,ts22337,NCIS,SHOW,"From murder and espionage to terrorism and stolen submarines, a team of special agents investigates any crime that has a shred of evidence connected to Navy and Marine Corps personnel, regardless of rank or position.",2003,TV-14,43,"['crime', 'action', 'thriller', 'drama', 'comedy']",['US'],20.0,tt0364845,7.8,143846.0,251.622,7.6
233,ts3371,Avatar: The Last Airbender,SHOW,"In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",2005,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",['US'],3.0,tt0417299,9.3,303666.0,56.915,8.7
234,tm80906,Anchorman: The Legend of Ron Burgundy,MOVIE,"It's the 1970s and San Diego anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",2004,PG-13,95,['comedy'],['US'],,tt0357413,7.1,353118.0,20.605999999999998,6.7
235,ts20604,Friday Night Lights,SHOW,"The trials and triumphs of life in the small town of Dillon, Texas, where high school football is everything.",2006,TV-14,43,"['drama', 'sport']",['US'],5.0,tt0758745,8.7,65199.0,19.680999999999997,8.1
236,ts20573,The IT Crowd,SHOW,"Two I.T. nerds and their clueless female manager, who work in the basement of a very successful company. When they are called on for help, they are never treated with any respect at all.",2006,TV-14,25,"['comedy', 'european']",['GB'],5.0,tt0487831,8.5,149586.0,31.031,8.107999999999999
237,tm92641,Inception,MOVIE,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2010,PG-13,148,"['action', 'scifi', 'music', 'thriller']","['US', 'GB']",,tt1375666,8.8,2294231.0,108.28399999999999,8.4
238,ts22099,The Spectacular Spider-Man,SHOW,"Having spent the summer engaging common criminals with his new-found powers, not so typical 16-year-old Peter Parker must conceal his secret identity and battle super-villains in the real world as he enters his junior year of high school.",2008,TV-Y7,22,"['action', 'animation', 'family', 'scifi', 'comedy']",['US'],2.0,tt0976192,8.3,14996.0,41.50899999999999,8.705
239,tm27911,The Departed,MOVIE,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",2006,R,151,"['drama', 'thriller', 'crime', 'action']",['US'],,tt0407887,8.5,1296244.0,33.795,8.2
240,ts21464,Zoey 101,SHOW,"Zoey 101 is an American television series which originally aired on Nickelodeon from January 9, 2005 until May 2, 2008. It focuses on the lives of teenager Zoey Brooks and her friends as they attend Pacific Coast Academy, a fictional boarding school in Southern California. It was created by Dan Schneider. It was initially filmed at Pepperdine University in Malibu, California, then at stages in Valencia, California beginning in season 3. It was nominated for an ""Outstanding Children's Program"" Emmy in 2005. Zoey 101 was the most expensive production ever for Nickelodeon series, as it was shot completely on location in Malibu. It was also Nickelodeon's best performance for a series premiere in almost eight years. Despite this, many critics have made negative comments about the show, its setting, and its characters.",2005,TV-G,25,"['drama', 'comedy', 'family', 'romance']",['US'],4.0,tt0415463,6.1,15808.0,53.044,8.2
241,tm88465,Insidious,MOVIE,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",2010,PG-13,103,"['horror', 'thriller']","['CA', 'US']",,tt1591095,6.8,303820.0,99.12899999999999,6.928999999999999
242,tm172683,War of the Worlds,MOVIE,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",2005,PG-13,117,"['action', 'thriller', 'scifi']",['US'],,tt0407304,6.5,444229.0,36.989000000000004,6.474
244,ts21247,The Vampire Diaries,SHOW,"The story of two vampire brothers obsessed with the same girl, who bears a striking resemblance to the beautiful but ruthless vampire they knew and loved in 1864.",2009,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",['US'],8.0,tt1405406,7.7,314422.0,479.35400000000004,8.347999999999999
246,tm42877,Wanted,MOVIE,"Doormat Wesley Gibson discovers that his recently murdered father - who Wesley never knew - belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",2008,R,110,"['action', 'thriller', 'crime', 'fantasy']","['DE', 'US']",,tt0493464,6.7,384995.0,33.101,6.5
247,tm39030,Casino Royale,MOVIE,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",2006,,144,"['action', 'thriller', 'european']","['DE', 'GB', 'US', 'BS', 'CZ']",,tt0381061,8.0,649676.0,40.164,7.518
248,ts21511,My Little Pony: Friendship Is Magic,SHOW,"""Get your muzzle out of those books and make some friends!"" That's what Princess Celestia tells Twilight Sparkle. She may be the smartest unicorn in Equestria, but Twilight Sparkle gets an ""incomplete"" in friendship. There's more to life than learning magic, after all -- so she goes to Ponyville on a mission to make friends. There she meets five special ponies who take her on exciting adventures and teach her the most powerful magic of all ... the magic of friendship!",2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",9.0,tt1751105,7.6,20910.0,52.369,8.1
249,tm997728,Blade Runner: The Final Cut,MOVIE,"Visually spectacular, intensely action-packed and powerfully prophetic since its debut, Blade Runner returns in Ridley Scott's definitive Final Cut, including extended scenes and never-before-seen special effects. In a signature role as 21st-century detective Rick Deckard, Harrison Ford brings his masculine-yet-vulnerable presence to this stylish noir thriller. In a future of high-tech possibility soured by urban and social decay, Deckard hunts for fugitive, murderous replicants - and is drawn to a mystery woman whose secrets may undermine his soul. This incredible version features the definitive Final Cut of Ridley Scott's legendary Sci-Fi classic.",2007,R,117,"['action', 'thriller', 'scifi']",['US'],,,,,0.055090999999999994,9.0
250,ts17942,Chappelle's Show,SHOW,Dave Chappelle's singular point of view is unleashed through a combination of laidback stand-up and street-smart sketches.,2003,TV-14,21,"['comedy', 'music']",['US'],3.0,tt0353049,8.8,63107.0,14.116,8.1
251,tm89677,The Terminal,MOVIE,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",2004,PG-13,128,"['drama', 'comedy', 'romance']",['US'],,tt0362227,7.4,441752.0,21.384,7.3
252,tm78592,Michael Clayton,MOVIE,A law firm brings in its 'fixer' to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.,2007,R,114,"['thriller', 'drama', 'crime']",['US'],,tt0465538,7.2,165109.0,16.97,6.7
253,tm105329,Road to Perdition,MOVIE,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",2002,R,117,"['thriller', 'documentation', 'drama', 'crime']",['US'],,tt0257044,7.7,265216.0,18.739,7.4
254,ts30311,Victorious,SHOW,Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,2010,TV-G,25,"['comedy', 'family', 'drama', 'music', 'romance', 'sport']",['US'],4.0,tt1604099,6.9,24838.0,71.494,8.221
255,tm139658,Big Fish,MOVIE,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",2003,PG-13,125,"['action', 'fantasy', 'drama', 'romance']",['US'],,tt0319061,8.0,437650.0,21.158,7.769
256,tm26327,The Hurt Locker,MOVIE,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",2008,R,131,"['thriller', 'drama', 'war']",['US'],,tt0887912,7.5,446904.0,28.340999999999998,7.3
257,tm95477,Troy,MOVIE,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",2004,R,163,"['action', 'history', 'war', 'drama', 'european']","['MT', 'GB', 'US']",,tt0332452,7.3,527447.0,48.407,7.1
258,tm154187,Sherlock Holmes,MOVIE,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,2009,PG-13,129,"['crime', 'thriller', 'action']","['AU', 'DE', 'GB', 'US']",,tt0988045,7.6,625708.0,43.297,7.2
259,ts22267,Trailer Park Boys,SHOW,Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.,2001,TV-MA,25,"['comedy', 'crime']",['CA'],12.0,tt0290988,8.6,42733.0,22.603,8.0
260,tm133767,Love Actually,MOVIE,"'Love Actually' follows the lives of eight very different couples dealing with their love lives, in various loosely and interrelated tales, all set during a frantic month before Christmas in London, England.",2003,R,135,"['drama', 'comedy', 'romance']","['GB', 'US']",,tt0314331,7.6,476101.0,36.484,7.1
261,ts2230,America's Next Top Model,SHOW,Aspiring models compete for a chance to break into the business with a panel of judges critiquing their progress throughout the competition.,2003,TV-14,44,['reality'],['US'],24.0,tt0363307,5.6,17905.0,14.501,5.3
262,tm45454,Get Smart,MOVIE,"When the identities of secret agents from Control are compromised, the Chief promotes hapless but eager analyst Maxwell Smart and teams him with stylish, capable Agent 99, the only spy whose cover remains intact. Can they work together to thwart the evil plans of KAOS and its crafty operative?",2008,PG-13,110,"['comedy', 'thriller', 'action']",['US'],,tt0425061,6.5,216695.0,22.421,6.2
263,tm26897,Quantum of Solace,MOVIE,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",2008,PG-13,106,"['thriller', 'action']","['GB', 'US']",,tt0830515,6.6,444241.0,31.298000000000002,6.303999999999999
264,tm133374,The Blind Side,MOVIE,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",2009,PG-13,129,"['drama', 'sport']",['US'],,tt0878804,7.6,327675.0,63.663000000000004,7.6610000000000005
265,tm195620,Apocalypse Now Redux,MOVIE,"Apocalypse Now Redux is a 2001 extended version of Francis Ford Coppola's epic war film Apocalypse Now, which was originally released in 1979. Coppola, along with editor/long-time collaborator Walter Murch, added 49 minutes of scenes that had been cut out of the original film. It represents a significant re-edit of the original version.",2001,R,196,"['drama', 'war', 'horror', 'thriller']",['US'],,,,,4.147341,9.8
266,tm136808,Identity,MOVIE,"Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.",2003,R,90,['thriller'],['US'],,tt0309698,7.3,240433.0,19.558,7.181
267,tm70807,I Am Legend,MOVIE,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",2007,PG-13,101,"['scifi', 'thriller', 'action', 'drama']",['US'],,tt0480249,7.2,745093.0,69.139,7.192
268,ts19036,The Fairly OddParents,SHOW,"The zany, fast-paced adventures of a 10-year-old boy and his fairy godparents, who inadvertently create havoc as they grant wishes for their pint-sized charge.",2001,TV-Y7,23,"['comedy', 'scifi', 'animation', 'family', 'fantasy']","['CA', 'US']",10.0,tt0235918,7.2,38046.0,67.192,7.7
269,tm93055,Grown Ups,MOVIE,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",2010,PG-13,102,"['comedy', 'drama', 'european']",['US'],,tt1375670,5.9,249934.0,98.37,6.332999999999999
270,tm85811,The Girl Next Door,MOVIE,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",2004,,110,"['comedy', 'romance', 'drama']",['US'],,tt0265208,6.7,223380.0,37.315,6.7
271,ts22456,Ned's Declassified School Survival Guide,SHOW,"The whacky adventures of Ned Bigby and his best pals Moze and Cookie at James K. Polk Middle School, as ""every-kid"" Ned shatters the fourth wall to share tips and tricks on navigating middle school or junior high hurdles. Ned's not super cool, and he has no superpowers. He is, however, witty, well-groomed, upbeat and self-aware. Moreover, with more than a little help from his two best friends, he's equipped to conquer middle school minefields. From crushing bullies to crushes, from off- the-wall, mean and cool teachers to pop quizzes, elections and detentions, Ned knows that nothing, including the seventh grade, is as bad as it seems, and friendship matters most.",2004,TV-G,25,"['family', 'comedy']",['US'],3.0,tt0405576,7.4,17864.0,33.115,8.6
272,tm101914,The Fighter,MOVIE,"Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",2010,R,115,['drama'],['US'],,,,,17.007,7.4
273,tm131038,Public Enemies,MOVIE,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.",2009,R,140,"['action', 'crime', 'drama', 'history', 'european']","['US', 'JP']",,tt1152836,7.0,300773.0,85.039,6.7
274,tm58382,Not Another Teen Movie,MOVIE,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movies of the 1980s and '90s.",2001,R,89,['comedy'],['US'],,tt0277371,5.7,105352.0,36.438,5.8
275,tm35463,Blow,MOVIE,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",2001,R,124,"['crime', 'drama']",['US'],,tt0221027,7.5,258431.0,24.348000000000003,7.4
276,tm30603,Hancock,MOVIE,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",2008,PG-13,92,"['fantasy', 'action', 'crime', 'drama']",['US'],,tt0448157,6.4,476593.0,121.985,6.33
277,ts22018,iCarly,SHOW,"Watch Carly, Sam, and Freddie, as they try to balance their everyday 8th grade lives with their newfound fame managing and starring in the most awesome show on the web.",2007,TV-G,26,"['comedy', 'family', 'romance']",['US'],6.0,tt0972534,6.7,38877.0,100.99600000000001,8.0
278,tm20959,The Pursuit of Happyness,MOVIE,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,2006,PG-13,117,"['drama', 'european']",['US'],,tt0454921,8.0,501457.0,47.893,7.9
279,tm136308,Monster,MOVIE,"An emotionally scarred highway drifter shoots a sadistic trick who rapes her, and ultimately becomes the United States' first female serial killer.",2003,R,110,"['crime', 'drama', 'thriller', 'european']",['US'],,tt0340855,7.3,150339.0,16.309,7.2
280,tm29737,Rambo,MOVIE,"When governments fail to act on behalf of captive missionaries, ex-Green Beret John James Rambo sets aside his peaceful existence along the Salween River in a war-torn region of Thailand to take action.  Although he's still haunted by violent memories of his time as a U.S. soldier during the Vietnam War, Rambo can hardly turn his back on the aid workers who so desperately need his help.",2008,R,92,"['action', 'thriller', 'war', 'european']","['DE', 'US']",,tt0462499,7.0,230333.0,72.22399999999999,6.6
281,tm148270,Something's Gotta Give,MOVIE,"Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother, Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.",2003,PG-13,128,"['drama', 'comedy', 'romance']",['US'],,tt0337741,6.7,121364.0,14.619000000000002,6.6
282,tm89036,Harold & Kumar Go to White Castle,MOVIE,"Nerdy accountant Harold and his irrepressible friend, Kumar, get stoned watching television and find themselves utterly bewitched by a commercial for White Castle. Convinced there must be one nearby, the two set out on a late-night odyssey that takes them deep into New Jersey. Somehow, the boys manage to run afoul of rednecks, cops and even a car-stealing Neil Patrick Harris before getting anywhere near their beloved sliders.",2004,R,83,['comedy'],['US'],,tt0366551,7.0,194695.0,15.026,6.5
283,tm46436,Thir13en Ghosts,MOVIE,"Arthur and his two children, Kathy and Bobby, inherit his Uncle Cyrus's estate: a glass house that serves as a prison to 12 ghosts. When the family, accompanied by Bobby's Nanny and an attorney, enter the house they find themselves trapped inside an evil machine ""designed by the devil and powered by the dead"" to open the Eye of Hell. Aided by Dennis, a ghost hunter, and his rival Kalina, a ghost rights activist out to set the ghosts free, the group must do what they can to get out of the house alive.",2001,R,91,"['horror', 'thriller', 'fantasy']","['CA', 'US']",,tt0245674,5.6,87083.0,50.592,6.2
284,ts21197,Merlin,SHOW,"The unlikely friendship between Merlin, a young man gifted with extraordinary magical powers, and Prince Arthur, heir to the crown of Camelot.",2008,TV-PG,44,"['action', 'drama', 'scifi', 'fantasy', 'european']",['GB'],5.0,tt1199099,7.9,80927.0,74.931,7.9
285,ts21544,Transformers: Prime,SHOW,"Roll out with Optimus Prime, Bumblebee, Arcee, Ratchet, Bulkhead, and the rest of the heroic Autobots as they battle the evil Decepticons. Now that big bad Megatron has returned with a mysterious and dangerous element, Team Prime must prepare for an epic battle.",2010,TV-Y7,22,"['action', 'animation', 'comedy', 'drama', 'family', 'scifi']",['US'],4.0,tt1659175,7.9,6636.0,28.925,8.0
286,tm150260,Cloudy with a Chance of Meatballs,MOVIE,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",2009,PG,90,"['animation', 'comedy', 'family', 'fantasy', 'scifi', 'romance', 'drama']",['US'],,tt0844471,6.9,229274.0,58.945,6.6
287,ts31263,The Mole,SHOW,"Players working as a team complete a series of difficult physical and psychological tests, each worth a set amount of money. One of the players, however, is a ""Mole"" or saboteur, whose goal is to foil the efforts of the other players without revealing his or her identity. At the end of each episode, the group is given a quiz on The Mole's identity. The player who knows the least information about The Mole is then immediately sent home. In the final episode, The Mole is revealed and the one remaining player wins the jackpot, up to $1,000,000.",2001,TV-14,47,['reality'],"['BE', 'US']",5.0,tt0270792,7.6,1155.0,2.189,7.8
