,Unnamed: 0,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,prop_female
1303,2626,tm358242,Brian Regan: Nunchucks and Flamethrowers,MOVIE,"Brian Regan takes relatable family humor to new heights as he talks board games, underwear elastic and looking for hot dogs in all the wrong places.",2017,,61,"['comedy', 'documentation']",['US'],,tt7679532,6.3,681.0,1.985,6.2,0.0
1304,2627,tm320206,#realityhigh,MOVIE,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity.",2017,,99,"['comedy', 'drama', 'romance']",['US'],,tt6119504,5.1,6357.0,10.701,6.4,0.4838709677419355
1306,2629,tm358239,DeRay Davis: How to Act Black,MOVIE,"Dynamic comic DeRay Davis hits the stage like a ball of fire, nailing the finer points of living, dating and handling show business as a black man.",2017,PG,66,['comedy'],['US'],,tt7288084,6.1,432.0,2.337,6.1,0.0
1307,2630,tm351688,Def Comedy Jam 25,MOVIE,"In this special live event, giants of stand-up come together to commemorate the 25th anniversary of Russell Simmons's groundbreaking ""Def Comedy Jam.""",2017,,81,"['comedy', 'documentation']",['US'],,tt7427130,6.6,1101.0,3.539,6.1,0.3333333333333333
1308,2638,tm311283,Amy Schumer: The Leather Special,MOVIE,"Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater.",2017,,57,['comedy'],['US'],,tt6616074,3.1,9830.0,5.336,4.1,0.0
1309,2640,tm275004,Bon Cop Bad Cop 2,MOVIE,Ward and Bouchard must face an important car theft ring that turns out to be a lot more than they bargained for: one where the stolen cars will serve as bombs in a well planned terrorist attack.,2017,,126,"['crime', 'comedy', 'action']",['CA'],,tt4738174,6.6,4152.0,8.058,6.4,0.32608695652173914
1310,2641,tm358949,A Very Country Christmas,MOVIE,"Jeanette Williams is a busy single parent, trying to make the best life for her and her daughter. With no time to follow current celebrity gossip, Jeanette is unaware of when a Country superstar returns to their small town to escape the intrusive paparazzi and the chaos of fame. A chance meeting between the two have them both letting their guards down and opening their hearts to the possibility of romance.",2017,G,83,"['drama', 'romance', 'family', 'comedy']","['CA', 'US']",,tt7001906,6.0,1640.0,5.5760000000000005,6.5,0.5
1312,2651,tm337040,Maz Jobrani: Immigrant,MOVIE,"Iranian American comic Maz Jobrani lights up the Kennedy Center with riffs on immigrant life in the Trump era, modern parenting pitfalls and more.",2017,,67,"['comedy', 'documentation']",['US'],,tt7164714,6.7,859.0,1.551,6.2,0.0
1313,2652,tm361505,48 Christmas Wishes,MOVIE,"Holiday magic has never gleamed brighter as Santa’s Elves head out on an adventure to bring every boy and girl their Christmas wish while also bringing a family back together in this heartfelt Christmas movie from Gaumont. After accidentally destroying a bag of Christmas wishes from a small town on the eve of Christmas Eve, two junior elves learn that if even one wish goes unfulfilled, Christmas could be extinguished forever. For the first time in their lives, the elves Mindy and Cam venture out of the North Pole and sneak into Minnedoza to collect the lost wishes. Along the way they enlist the help of young Blake, whose family has a difficult time celebrating Christmas since his father died. With their deadline fast approaching, Mindy and Cam have only one more wish to find…but whose could it be? It’s up to Mindy and Cam to find out and save Christmas!",2017,,84,"['family', 'comedy', 'fantasy']",['CA'],,tt7422638,3.9,1105.0,8.282,5.4,0.3333333333333333
1314,2657,tm307551,Katherine Ryan: In Trouble,MOVIE,"Stand-up comic Katherine Ryan reminisces about unusual relationships, aging, Taylor Swift, life in the hometown she hates and the time she enraged an entire nation.",2017,,63,['comedy'],['GB'],,tt6540084,7.0,2195.0,3.886,6.5,0.0
1315,2660,ts103638,Standup and Away! with Brian Regan,SHOW,Bryan Regan blends his trademark observational stand-up with short sketches and a bit of audience interaction in this hybrid comedy series.,2018,TV-PG,25,['comedy'],['US'],1.0,tt9384194,5.7,400.0,1.208,7.7,0.3333333333333333
1316,2662,ts76159,Super Monsters,SHOW,Preschool kids whose parents are the world's most famous monsters try to master their special powers while preparing for kindergarten.,2017,TV-Y,13,"['animation', 'comedy', 'family', 'horror']",['CA'],3.0,tt10370958,6.2,417.0,8.924,7.6,0.2
